#
# TAYLOR DOME st9810 TIMESCALE AND 
# Quaternary Isotope Laboratory 20-CM RESOLUTION DELTA 18-O DATA 
#
#  Data Description:
#
#  The delta 18O values were determined at the Quaternary Isotope Laboratory
#  (M. Stuiver, Box 351360, University of Washington, Seattle WA 98195, USA).
#  The time scale (st9810) is a combined timescale from geophysical
#  measurements, gas-correation with the GISP2 layer-counted 
#  chronology (central Greenland), and interpolation using gas and 
#  10-Be control points.  Details are given in Steig et al., 1999.
#
#  All of the data in this file are from samples bottled at the
#  University of New Hampshire.  Samples are "residue" from the UNH
#  automated melting system, used as a prep. system for ion 
#  chromatography measurements.  All ice was sampled at the National
#  Ice Core Laboratory.
# 
#  Reference:
#
#  Steig EJ, Hart CP, White JWC, Cunningham WL, Davis MD & Saltzman ES.
#  Changes in climate, ocean and ice sheet conditions in the Ross
#  Embayment at 6 ka. Annals of Glaciology 27, 305-310 (1998).   
#
#  Steig EJ, Morse DL, Waddington ED, Stuiver M, Grootes PM. Wisconsinan
#  and Holocene climate history from an ice core at Taylor Dome, western 
#  Ross Embayment, Antarctica. Geografiska Annaler 82A: 213-235 (2000).
#
# Depth	Age (ka)	del18O
# (top, m)	(st9810)	per mil
276.2	6.8375	-38.34
276.4	6.8463	-38.75
276.6	6.8552	-37.63
276.8	6.864	-36.92
277	6.8728	-38.08
277.2	6.8816	-37.77
277.4	6.8905	-38.73
277.6	6.8993	-38.41
277.8	6.9081	-39.04
278	6.9169	-38.28
278.2	6.9258	-39.39
278.4	6.9346	-38.85
278.6	6.9434	-38.68
278.8	6.9522	-38.35
279	6.9611	-36.96
279.2	6.9699	-37.69
279.4	6.9787	-38.31
279.58	6.9867	-38.54
279.8	6.9964	-39.61
280	7.0052	-37.75
280.2	7.0143	-38.27
280.4	7.0234	-38.41
280.6	7.0326	-39.51
280.8	7.0417	-39.41
281	7.0508	-38.37
281.2	7.0599	-38.31
281.4	7.069	-38.98
281.6	7.0781	-38.47
281.8	7.0873	-38.96
282	7.0964	-39.33
282.2	7.1055	-37.94
282.4	7.1146	-38.61
282.6	7.1237	-38.61
282.8	7.1328	-37.79
283	7.142	-38.32
283.2	7.1511	-37.49
283.4	7.1602	-37.87
283.6	7.1693	-37.93
283.76	7.1766	-37.93
284	7.1875	-38.24
284.2	7.1967	-37.98
284.4	7.2058	-38.23
284.6	7.2149	-37.56
284.8	7.224	-39.01
285	7.2331	-38.66
285.2	7.2422	-38.24
285.4	7.2513	-38.06
285.6	7.2606	-38.17
285.8	7.27	-37.53
286	7.2795	-38.33
286.2	7.2889	-38.5
286.4	7.2984	-38.25
286.6	7.3078	-37.5
286.8	7.3173	-37.07
287	7.3267	-36.9
287.2	7.3362	-36.61
287.4	7.3456	-37.21
287.6	7.3551	-37.33
287.8	7.3645	-38.62
288	7.374	-38.84
288.2	7.3834	-38.84
288.4	7.3929	-37.99
288.6	7.4023	-37.53
288.8	7.4118	-36.45
289	7.4212	-38.13
289.2	7.4307	-37.75
289.4	7.4401	-38.39
289.55	7.4472	-38.83
289.8	7.459	-39.12
290	7.4685	-38.96
290.2	7.4779	-37.66
290.4	7.4874	-37.48
290.6	7.4968	-38.04
290.7	7.5015	-37.56
290.9	7.511	-39.44
291.1	7.5205	-37.18
291.3	7.5304	-37.42
291.4	7.5353	999999
291.58	7.5441	-37.98
291.8	7.555	-37.98
292	7.5648	-39.41
292.2	7.5746	-39.07
292.4	7.5845	-37.7
292.6	7.5943	-37.85
292.8	7.6042	-38.16
293	7.614	-38.21
293.2	7.6238	-39.2
293.4	7.6337	-37.53
293.6	7.6435	-38.02
293.8	7.6533	-39.07
294	7.6632	-37.49
294.2	7.673	-38.88
294.4	7.6829	-38.94
294.6	7.6927	-38.47
294.8	7.7025	-39.45
295	7.7124	-38.21
295.2	7.7222	-38.18
295.4	7.732	-38.41
295.6	7.7419	-38.1
295.8	7.7517	-39.79
296	7.7616	-39.06
296.2	7.7714	-38.26
296.4	7.7812	-39.52
296.6	7.7911	-40.13
296.8	7.8013	-38.89
297	7.8115	-37.81
297.2	7.8218	-39.18
297.4	7.832	-38.15
297.6	7.8422	-37.52
297.8	7.8524	-38.03
298	7.8626	-38.63
298.2	7.8728	-38.98
298.4	7.883	-38.36
298.64	7.8953	-39.59
298.8	7.9034	-37.71
299	7.9136	-38.41
299.2	7.9239	-37.83
299.4	7.9341	-38.31
299.58	7.9433	-38.74
299.8	7.9545	-37.31
299.96	7.9627	-38.94
300.2	7.9749	-38.32
300.5	7.9902	999999
301.31	8.0316	-37.69
301.5	8.0413	-39.59
301.6	8.0464	-39.34
301.8	8.0566	-38.11
302	8.0668	-38.34
302.2	8.0772	-39.15
302.4	8.0879	-38.65
302.6	8.0985	-38.92
302.8	8.1092	-37.83
303	8.1198	-37.6
303.2	8.1305	-39.19
303.4	8.1411	-39.29
303.6	8.1518	-38.21
303.8	8.1624	-38.63
304	8.1731	-38.76
304.2	8.1837	-38.38
304.4	8.1944	-38.32
304.6	8.2051	-39.12
304.8	8.2157	-38.98
305	8.2264	-37.91
305.2	8.237	-37.48
305.4	8.2477	-38.08
305.6	8.2583	-39.22
305.8	8.269	-38.45
306	8.2796	-39.64
306.2	8.2903	-37.79
306.4	8.3009	-38.19
306.6	8.3116	-40.33
306.8	8.3222	-39.67
307	8.3329	-38.12
307.2	8.3435	-38.59
307.4	8.3542	-38.69
307.6	8.3648	-38.19
307.8	8.3759	-38.68
308	8.387	-37.4
308.2	8.3982	-38.35
308.4	8.4093	-38.39
308.6	8.4204	-39.58
308.8	8.4315	-39.37
309	8.4427	-38.89
309.2	8.4538	-39.27
309.4	8.4649	-38.93
309.6	8.476	-38.12
309.8	8.4872	-38.33
310	8.4983	-39.16
310.2	8.5094	-38.38
310.4	8.5206	-38.69
310.6	8.5317	-38.17
310.8	8.5428	-38.38
311	8.5539	-39.67
311.2	8.5651	-39.23
311.4	8.5762	999999
311.6	8.5873	-37.21
311.8	8.5985	-38.75
312	8.6096	-39.05
312.2	8.6207	-40.07
312.4	8.6318	-39.4
312.6	8.643	-38.88
312.8	8.6541	-38.64
313	8.6652	-37.53
313.2	8.6764	-39.62
313.4	8.688	-39.44
313.6	8.6996	-38.6
313.8	8.7112	-38.45
314	8.7228	-37.48
314.2	8.7344	-38.63
314.38	8.7449	-38.41
314.6	8.7576	-39.32
314.8	8.7692	-38.6
315	8.7808	-37.75
315.2	8.7924	-38.93
315.4	8.804	-39.43
315.6	8.8156	-38.75
315.8	8.8272	-38.96
316	8.8388	-37.59
316.2	8.8504	-38.36
316.4	8.862	-39.38
316.6	8.8736	-38.14
316.8	8.8852	-39.42
317	8.8968	-38.16
317.2	8.9084	-38.95
317.4	8.92	-38.87
317.6	8.9316	-38.62
317.8	8.9432	-39.42
318	8.9548	-38.99
318.2	8.9664	-38.03
318.4	8.978	-40.12
318.6	8.9896	-39.08
318.8	9.0015	-38.61
319	9.0137	-38.42
319.2	9.0259	-38.83
319.4	9.0381	-39.33
319.6	9.0503	-38.49
319.8	9.0625	-38.92
320	9.0747	-38.41
320.2	9.0869	-39.85
320.4	9.0991	-38.95
320.6	9.1113	-38.44
320.8	9.1235	-39.93
321	9.1357	-38.83
321.2	9.1479	-37.7
321.4	9.1601	999999
321.6	9.1723	-38.1
321.8	9.1845	-37.97
322	9.1967	-38.77
322.2	9.2089	-39.62
322.4	9.2211	-39.18
322.6	9.2333	-38.34
322.8	9.2455	-38.57
323	9.2577	-38.72
323.2	9.2699	-38.65
323.4	9.2821	999999
323.6	9.2943	-37.91
323.8	9.3065	-37.86
324	9.3187	-38.41
324.2	9.3309	-37.93
324.4	9.3436	-37.94
324.64	9.359	-37.97
324.8	9.3692	-39.16
325	9.3819	-38.84
325.2	9.3947	-38.62
325.4	9.4075	-38.34
325.6	9.4203	-38.84
325.8	9.433	-39.1
326	9.4458	-39.88
326.2	9.4586	-39.19
326.4	9.4713	-37.99
326.6	9.4841	-39.6
326.8	9.4969	-39.51
327	9.5096	-38.69
327.2	9.5224	-40.15
327.4	9.5352	-38.32
327.6	9.548	-38.01
327.8	9.5607	-37.99
328	9.5735	-38.64
328.2	9.5863	-38.57
328.4	9.599	-39.27
328.6	9.6118	-38.46
328.8	9.6246	-38.57
329	9.6374	-38.62
329.2	9.6501	-39.28
329.4	9.6629	-38.35
329.6	9.6757	-38
329.8	9.6886	-36.91
330	9.702	-37.77
330.2	9.7154	999999
330.4	9.7288	-39.23
330.6	9.7422	-39.21
330.8	9.7556	-38.48
331	9.769	-36.82
331.2	9.7824	-37.49
331.4	9.7958	-38.46
331.6	9.8091	-37.22
331.8	9.8225	-37.56
332	9.8359	-37.88
332.2	9.8493	-38.07
332.4	9.8627	-37.82
332.6	9.8761	-36.68
332.8	9.8895	-37.59
333	9.9029	-37.46
333.2	9.9163	-38.54
333.4	9.9297	-39.06
333.6	9.9431	999999
333.8	9.9565	-38.21
334	9.9698	-37.5
334.2	9.9832	-37.87
334.4	9.9966	-38.95
334.6	10.01	-37.88
334.8	10.023	-38.1
335	10.037	-37.87
335.2	10.05	-37.01
335.4	10.064	-37.45
335.6	10.078	-38.24
335.8	10.092	-38.41
336	10.107	-39.24
336.23	10.123	-37.77
336.4	10.135	-38.41
336.6	10.149	-38.67
336.8	10.163	-37.83
337	10.177	999999
337.2	10.191	-38.62
337.38	10.204	-38.8
337.6	10.22	-38.61
337.76	10.231	-37.05
338.01	10.249	-38.85
338.23	10.264	-37.3
338.4	10.276	-37.1
338.6	10.29	-37.27
338.8	10.305	-38.24
339	10.319	-38.2
339.2	10.333	-38.83
339.4	10.347	-39.32
339.6	10.361	-36.59
339.8	10.375	-37.47
340	10.389	999999
340.2	10.404	-37.84
340.4	10.418	-37.29
340.58	10.43	-38.32
340.8	10.446	-37.82
341	10.461	-38.24
341.2	10.476	-38.26
341.42	10.492	-38.31
341.6	10.506	-38.6
341.8	10.52	-37.85
342	10.535	-37.27
342.2	10.55	-36.98
342.45	10.569	-36.94
342.6	10.58	-38.07
342.83	10.597	-38.59
343	10.61	-37.55
343.2	10.625	-38.52
343.4	10.64	-37.58
343.56	10.652	-38.5
343.8	10.669	-38.32
344	10.684	-37.11
344.2	10.699	-40.71
344.4	10.714	-37.59
344.6	10.729	-37.94
344.8	10.744	999999
345	10.759	-38.47
345.2	10.774	-39.14
345.4	10.789	-37.01
345.6	10.803	-36.43
345.8	10.818	-37.84
346	10.833	-38.19
346.2	10.848	-38.2
346.4	10.863	-37.94
346.6	10.879	-39.13
346.8	10.895	-37.76
347	10.91	-38.2
347.2	10.926	-36.94
347.4	10.942	-37.5
347.6	10.957	-37.08
347.8	10.973	-37.8
348	10.989	-37.48
348.2	11.004	999999
348.4	11.02	-37.25
348.6	11.036	-37.03
348.8	11.051	-37
349	11.067	-37.33
349.2	11.083	-38.19
349.4	11.098	-37.89
349.6	11.114	-37.85
349.8	11.129	-37.64
350	11.145	-36.89
350.2	11.161	-37.38
350.4	11.176	-38.47
350.58	11.191	-38.33
350.8	11.208	-37.6
351	11.223	-36.39
351.2	11.239	-37.93
351.4	11.255	-38.03
351.62	11.272	-37.97
351.8	11.286	-35.91
351.97	11.302	-37.69
352.2	11.324	-36.92
352.38	11.342	-36.54
352.6	11.363	-37.23
352.82	11.385	-37.59
353.01	11.403	-37.73
353.2	11.422	-36.94
353.4	11.441	-37.22
353.6	11.461	-37.41
353.8	11.48	-37.48
354	11.499	-38.1
354.2	11.519	-37.39
354.4	11.538	-38.27
354.6	11.558	-38.06
354.8	11.577	-40.1
355	11.597	-36.95
355.2	11.616	-38.71
355.4	11.636	-38.23
355.6	11.655	-38.38
355.8	11.675	-39
356	11.694	-38.89
356.2	11.714	-37.98
356.4	11.733	-38.33
356.6	11.753	-38.32
356.8	11.772	-37.71
357.03	11.795	-37.54
357.2	11.811	-38.07
357.4	11.832	-38.22
357.5	11.849	-39.07
358	11.934	-38.42
358.2	11.968	-38.2
358.4	12.002	-38.17
358.5	12.019	-39.05
359	12.104	-38.12
359.5	12.189	-38.82
359.6	12.206	-38.71
359.8	12.24	-39.78
360	12.274	-38.91
360.2	12.308	-39.55
360.4	12.342	-39.77
360.58	12.373	-40.58
360.8	12.41	-39.9
361	12.444	-39.63
361.2	12.478	-39.47
361.4	12.512	-38.64
361.6	12.546	-38.7
361.8	12.58	-39.12
362	12.614	-39.3
362.2	12.648	-39.49
362.4	12.682	-39.45
362.6	12.716	-40.01
362.8	12.75	-38.8
363	12.781	-38.69
363.2	12.81	-38.12
363.4	12.839	-39.17
363.6	12.868	-39.28
363.8	12.897	-41
363.97	12.922	-40.54
364.2	12.955	-38.43
364.4	12.984	-38.71
364.6	13.013	-38.75
364.78	13.039	-39.3
365	13.07	-39.2
365.2	13.099	-39.47
365.42	13.131	-38.82
365.6	13.157	-38.98
365.8	13.186	-38.86
365.97	13.21	-39.1
366.2	13.244	-38.67
366.4	13.273	-39.43
366.6	13.301	-38.83
366.8	13.33	-38.4
366.97	13.355	-38.42
367.2	13.388	-39.62
367.4	13.417	-38.29
367.6	13.446	-38.01
367.8	13.475	-39.16
368	13.504	-38.32
368.2	13.533	-37.89
368.4	13.561	-37.26
368.6	13.604	-38.61
368.76	13.639	-38.41
369	13.692	-36.93
369.2	13.737	-37.2
369.4	13.781	-38.01
369.6	13.826	-38.12
369.8	13.87	-38.44
370	13.915	-38.64
370.2	13.959	-39.08
370.4	14.003	-39.64
370.6	14.048	-36.66
370.84	14.101	-37.03
371	14.137	-38.48
371.2	14.181	-38.61
371.4	14.226	-37.87
371.6	14.27	-38.26
371.82	14.319	-38.71
372	14.359	-40.44
372.2	14.403	-40.33
372.4	14.448	-40.79
372.6	14.492	-38.88
372.8	14.537	-39.11
373	14.581	-39.83
373.2	14.626	-40.49
373.4	14.67	-39.35
373.63	14.721	-39.39
373.83	14.766	-40.52
374.06	14.893	-42.83
374.2	15.027	-41.99
374.42	15.238	-43.91
374.6	15.41	-42.82
374.84	15.64	-43.66
375	15.794	-43.95
375.2	15.986	-43.92
375.4	16.177	-44.65
375.6	16.369	-44.42
375.8	16.561	-43.45
376	16.753	-42.47
376.2	16.944	-41.92
376.4	17.136	-43.17
376.6	17.328	-44.27
376.8	17.52	-43.95
377	17.711	-44.4
377.2	17.903	-44.76
377.4	18.095	-44.55
377.6	18.287	-43.77
377.8	18.478	-44.08
378	18.67	-42.87
378.2	18.862	-42.85
378.4	19.054	-42.3
378.6	19.245	-42.5
378.82	19.456	-43.06
379	19.629	-42.77
379.2	19.821	-41.94
379.4	20.012	-41.57
379.58	20.199	-41.67
379.8	20.441	-41.85
380	20.661	-41.08
380.2	20.881	-42.59
380.4	21.102	-41.57
380.65	21.377	-41.9
380.85	21.597	-41.89
381.05	21.818	-41.58
381.25	22.038	-42.38
381.4	22.203	-41.2
381.6	22.423	999999
381.8	22.644	-42.84
382	22.864	-43.45
382.2	23.084	-42.51
382.4	23.305	-42.92
382.48	23.393	999999
382.5	23.415	-43.55
383	23.965	-43.1
383.5	24.516	-42.48
384.26	25.353	-42.31
384.5	25.618	-41.65
384.6	25.728	-41.94
384.8	25.948	-43.43
385	26.168	-41.36
385.2	26.347	-42.81
385.5	26.612	-42.97
385.6	26.701	-43.27
385.8	26.877	-42.15
386	27.054	-42.49
386.2	27.23	-43.38
386.4	27.407	-42.1
386.6	27.584	-41.68
386.8	27.76	-41.51
387	27.937	-41.36
387.2	28.113	-41.39
387.5	28.378	-41.43
387.95	28.775	-41.75
388.5	29.261	-41.41
388.6	29.349	-40.67
388.8	29.526	-42.21
389	29.702	-42.09
389.2	29.879	-42.94
389.4	30.056	999999
389.6	30.232	-43.19
389.8	30.409	-42.58
390	30.585	-42
390.2	30.762	-42.01
390.42	30.956	-41.86
390.6	31.1	-42.11
390.8	31.229	-41.06
391.04	31.384	-41.35
391.2	31.488	-41.89
391.4	31.617	-41.19
391.6	31.746	-40.81
391.8	31.875	-40.97
392	32.004	-40.72
392.2	32.133	-41.13
392.4	32.262	-41.2
392.6	32.391	-42.16
392.8	32.52	-40.59
393	32.649	-41.27
393.2	32.778	-40.85
393.4	32.907	-40.27
393.6	33.036	-40.45
393.78	33.152	-40.56
394	33.294	-41.77
394.2	33.423	-41.01
394.4	33.552	-41.37
394.6	33.681	-41.79
394.8	33.81	-41.75
395	33.939	-41.66
395.2	34.068	-41.51
395.4	34.197	-41.14
395.6	34.326	-42.42
395.8	34.455	-42.3
396	34.584	-41.99
396.2	34.69	-42.15
396.4	34.783	-41.69
396.6	34.877	-42.41
396.75	34.947	-41.74
397	35.064	-42.38
397.2	35.158	-40.94
397.5	35.298	-41.1
397.6	35.345	-41.05
397.83	35.452	-42.17
398	35.532	-42.66
398.2	35.626	-41.95
398.4	35.719	-41.56
398.6	35.813	-40.59
398.83	35.92	-41.41
399	36	-40.48
399.18	36.084	-41.55
399.4	36.187	-41.77
399.5	36.234	-41.03
399.65	36.304	-40.26
399.8	36.374	-40.99
400	36.468	999999
400.03	36.482	-40.95
400.5	36.702	-40.42
401	36.936	999999
401.03	36.95	-40.09
401.18	37.02	-40.93
401.4	37.123	-41.2
401.8	37.277	-40.73
401.98	37.332	-40.18
402.2	37.399	-40.73
402.4	37.46	-39.38
402.6	37.522	-40.16
402.75	37.567	-40.12
402.9	37.613	-39.93
403.27	37.727	-40.22
403.5	37.797	-39.49
403.65	37.843	-41.67
403.8	37.889	-40.11
404	37.95	-39.93
404.2	38.011	-40.33
404.4	38.072	-40.78
404.6	38.133	-40.69
404.8	38.194	-41.32
405	38.256	-40.28
405.2	38.317	-39.3
405.4	38.378	-40.56
405.58	38.433	-40.22
405.8	38.5	-40.62
405.97	38.552	-40.37
406.2	38.623	-40.53
406.4	38.684	-39.93
406.6	38.745	-41.51
406.8	38.806	-40.44
407	38.867	-41.13
407.2	38.929	-40.2
407.42	38.996	-40.32
407.6	39.051	-40.42
407.8	39.112	-41.65
407.98	39.167	-40.46
408.2	39.235	-40.36
408.4	39.296	-40.78
408.6	39.357	-40.49
409	39.479	-40.55
409.5	39.632	999999
410.87	40.051	-41.36
411	40.091	-40.96
411.2	40.152	-41.88
411.4	40.214	-42.63
411.6	40.275	-41.63
411.8	40.336	-42.05
412	40.397	-41.38
412.2	40.458	-42.06
412.4	40.52	-40.55
412.6	40.581	-41.26
412.8	40.64	-41.86
413	40.7	-42.55
413.2	40.759	-41.2
413.4	40.818	-42.02
413.6	40.877	-41.46
413.82	40.943	-42.28
414	40.996	-41.01
414.2	41.055	-41.74
414.4	41.114	-41.43
414.62	41.179	-42.46
414.8	41.233	-42.22
415.03	41.301	-42.96
415.17	41.342	-41.03
415.6	41.47	-42.24
415.8	41.529	-42.77
416.02	41.594	-41.2
416.2	41.647	-43.09
416.39	41.704	-41.26
416.6	41.766	-42.44
416.8	41.825	-42.65
417	41.884	-41.31
417.2	41.943	-41.91
417.5	42.032	-41.05
417.6	42.062	-42.42
417.82	42.127	-42.21
418	42.18	-41.47
418.2	42.237	-43.07
418.4	42.277	-41.55
418.6	42.317	-42.73
419	42.398	-41.99
419.5	42.498	-41.72
419.6	42.518	-42.34
419.8	42.558	-40.73
419.98	42.594	-41.46
420.25	42.649	-41.32
420.4	42.679	-40.39
420.6	42.719	-41.57
420.8	42.759	-41.68
421	42.799	-41.44
421.2	42.839	-40.97
421.4	42.879	-41.71
421.5	42.899	-41.32
421.8	42.96	-42.33
422.02	43.004	-42.21
422.17	43.034	-42.44
422.4	43.08	-40.06
422.6	43.12	999999
423.66	43.333	-41.72
423.8	43.36	-42.19
424	43.397	-42.13
424.5	43.489	-42.12
425.03	43.588	-41.91
425.2	43.619	-42.07
425.4	43.656	-41
425.55	43.684	-41.8
427.04	43.961	-40.29
427.54	44.053	-39.93
428.27	44.189	-40.45
428.54	44.239	-40.64
429.53	44.44	-42.4
429.65	44.469	-41.05
429.8	44.506	-42.04
430	44.554	-40.21
430.2	44.603	-41.3
430.4	44.652	-42.64
430.6	44.701	-42.75
430.8	44.749	-42.56
431	44.798	-41.2
431.2	44.847	-41.72
431.4	44.895	-41.25
431.6	44.944	-41.45
431.81	44.995	-41.44
432	45.041	-41.06
432.2	45.09	-41.16
432.4	45.139	-40.9
432.65	45.2	-41.09
432.8	45.236	-41.55
433	45.285	-39.96
433.5	45.407	-41.39
433.67	45.448	-40.24
433.78	45.475	-39.56
434.03	45.536	-40.24
434.2	45.577	-39.6
434.4	45.626	-39.56
434.7	45.699	-38.81
434.8	45.725	-40
435	45.783	-39.9
435.2	45.841	-39.85
435.4	45.899	-39.19
435.6	45.957	-38.74
435.8	46.014	-38.53
436	46.072	-39.18
436.18	46.124	-39.24
436.38	46.182	-38.61
436.6	46.246	-38.98
436.8	46.303	-38.96
437	46.361	-39.41
437.2	46.419	-38.93
437.4	46.477	-37.17
437.6	46.535	-38.83
437.8	46.592	-39.08
438	46.65	-39.67
438.2	46.708	-38.48
438.4	46.766	-38.45
438.6	46.824	-39.63
438.8	46.881	-39.1
439	46.939	-40.03
439.2	46.997	-38.97
439.4	47.055	-39.06
439.6	47.113	-39.79
439.8	47.17	-39.66
440	47.228	-40.19
440.2	47.286	-39.63
440.4	47.348	-38.9
440.6	47.413	-39.2
440.8	47.478	-39.61
441	47.543	-39.2
441.2	47.608	-39.42
441.4	47.673	-39.72
441.6	47.738	-39.02
441.78	47.796	-39.43
442.02	47.874	-39.39
442.2	47.933	-40.81
442.4	47.998	-40.21
442.65	48.079	-40.16
442.8	48.128	-40.11
443	48.193	-41.69
443.22	48.264	-41.46
443.4	48.323	-41.29
443.6	48.388	-42.19
443.8	48.453	-42.07
444	48.518	-42.17
444.2	48.583	-40.63
444.4	48.648	-40.6
444.6	48.713	-40.35
444.82	48.784	-40.21
445	48.843	-39.66
445.18	48.901	-40.79
445.43	48.982	-40.6
445.6	49.038	-41.32
445.8	49.103	-41.18
446	49.183	-41.09
446.2	49.265	-41.25
446.4	49.346	-40.72
446.6	49.428	-40.69
446.8	49.509	-41.3
447	49.59	-40.89
447.2	49.672	-40.66
447.4	49.753	-40.08
447.6	49.835	-41.08
447.77	49.904	-40.81
448	49.998	-39.41
448.2	50.079	-40.02
448.4	50.161	-40.15
448.6	50.242	-38.99
448.8	50.324	-39.49
449	50.405	-39.55
449.2	50.487	-39.79
449.4	50.568	-40.61
449.6	50.65	-39.88
449.8	50.731	-39.66
450.02	50.821	-39.99
450.2	50.894	-39.99
450.4	50.975	-39.47
450.6	51.057	-40.07
450.8	51.138	-39.7
451	51.22	-40.47
451.2	51.301	-39.83
451.42	51.402	999999
451.6	51.5	-40.28
451.8	51.609	-39.54
452	51.718	-39.82
452.18	51.816	-39.48
452.4	51.936	-38.34
452.6	52.045	-39.26
452.8	52.154	-38.99
453	52.264	999999
453.2	52.373	-39.51
453.4	52.482	-39.18
453.6	52.591	-38.94
453.8	52.7	-39.33
454	52.809	-39.7
454.2	52.918	-39.85
454.4	53.027	-40.33
454.6	53.136	-40.41
454.8	53.245	-40.48
455	53.354	-39.99
455.2	53.463	-39.39
455.42	53.583	-40.16
455.6	53.681	-40.04
455.8	53.79	-40.29
456	53.899	-41.04
456.2	54.008	-41.48
456.37	54.101	-41.97
456.6	54.226	-41.5
456.8	54.335	-41.72
457	54.449	-41.16
457.2	54.566	-39.88
457.4	54.682	-39.72
457.6	54.798	-39.63
457.8	54.915	-39.51
458	55.031	-40.17
458.2	55.147	-39.7
458.4	55.264	-39.92
458.6	55.38	999999
458.8	55.496	-39.95
459	55.613	-39.94
459.2	55.729	-39.58
459.38	55.834	-39.55
459.6	55.962	-39.92
459.8	56.078	-39.66
460	56.194	-39.67
460.2	56.311	-38.53
460.37	56.41	-40.36
460.6	56.543	-39.81
460.8	56.66	-39.39
461.2	56.892	-39.03
461.4	57.009	-39.27
461.6	57.125	-39.75
461.78	57.23	-39.79
462	57.358	-39.21
462.18	57.463	-39.11
462.4	57.59	-39.83
462.61	57.704	-40.07
462.8	57.807	-40.03
463	57.915	-40.59
463.2	58.024	-40.49
463.4	58.132	-40.08
463.6	58.241	-40.14
463.8	58.349	-40.83
464	58.457	-40.79
464.2	58.566	-40.36
464.5	58.728	-40.66
464.65	58.81	-40.9
464.8	58.891	-41.01
465	58.999	-41.34
465.22	59.118	-41.55
465.4	59.216	-41.33
465.6	59.324	-41.49
465.8	59.433	-41.19
466	59.541	-42.14
466.2	59.65	-42.47
466.43	59.774	-42.81
466.6	59.866	-42.39
466.8	59.975	-42.78
467	60.083	-42.82
467.2	60.192	-42.08
467.48	60.343	-42.49
467.6	60.408	-43
467.8	60.517	-42.3
468	60.624	-42.31
468.2	60.731	-41.38
468.43	60.853	-41.45
468.6	60.943	-42.47
468.8	61.05	-41.84
468.98	61.146	-42.03
469.18	61.252	-42.55
469.43	61.385	-42.71
469.6	61.475	-43.11
469.8	61.582	-43.05
470.01	61.693	-42.18
470.22	61.805	-42.43
470.47	61.938	-43.11
470.6	62.007	-42.31
470.8	62.114	-42.1
471	62.22	-41.9
471.23	62.342	-43.26
471.51	62.491	-40.77
471.6	62.539	-42.27
471.8	62.646	-43.07
472	62.752	-43.4
472.2	62.858	-43.48
472.4	62.965	-45.03
472.6	63.071	-42.9
472.8	63.177	-43.47
473	63.284	-42.44
473.2	63.39	-43.19
473.4	63.497	-43.81
473.6	63.608	-42.77
473.8	63.72	-43.43
474	63.833	-42.59
474.2	63.945	-43.22
474.4	64.058	-43.21
474.63	64.187	-42.71
474.8	64.283	-43.27
475.03	64.413	-42.93
475.2	64.508	-43.94
475.4	64.621	-43.55
475.6	64.734	-43.32
475.8	64.846	-44.1
476	64.959	-45.04
476.2	65.071	-44.45
476.4	65.184	-43.74
476.8	65.409	-43.51
477	65.522	-43.24
477.2	65.634	-45.03
477.4	65.747	-43.31
477.6	65.859	-43.07
477.9	66.028	-43.42
478	66.085	-44.21
478.2	66.197	-42.98
478.4	66.31	-43.76
478.6	66.422	-43.16
478.8	66.535	-42.79
479	66.649	-42.66
479.2	66.778	-43.37
479.4	66.907	-42.79
479.6	67.036	-43.87
479.8	67.164	-43.78
480	67.293	-43.7
480.2	67.422	-44.11
480.5	67.615	-43.57
480.6	67.679	-43.34
480.8	67.808	-43.85
481	67.937	-42.82
481.3	68.13	-42.06
481.5	68.259	-42.05
481.6	68.323	-42.35
481.8	68.452	-42.57
482	68.581	-41.79
482.22	68.722	-41.34
482.4	68.838	-41.28
482.64	68.993	-41.86
482.77	69.076	-41.1
482.97	69.205	-41.27
483.2	69.353	-41.33
483.4	69.482	-40.54
483.6	69.61	-41.3
483.8	69.739	-41.19
484	69.868	-40.89
484.35	70.093	-40.53
484.48	70.177	-40.67
484.6	70.265	-40.65
484.8	70.415	-41.01
485	70.565	-41.78
485.2	70.716	-41.35
485.4	70.866	-40.92
485.6	71.017	-42.07
485.8	71.167	-41.38
486	71.318	-40.99
486.2	71.468	-41.9
486.4	71.618	-41.43
486.6	71.769	-42.33
486.8	71.919	-41.96
487	72.07	-42.05
487.18	72.205	-43.04
487.4	72.37	-43.16
487.6	72.521	-42.43
487.8	72.671	-42.55
488	72.822	-41.85
488.18	72.957	-42.7
488.47	73.175	-41.86
488.55	73.235	-42.38
488.82	73.438	-41.75
489	73.574	-41.27
489.22	73.739	-41.69
489.4	73.874	-41.22
489.43	73.897	-41.15
489.6	74.025	-41.26
489.82	74.19	-41.34
490	74.326	-41.38
490.19	74.481	-40.49
490.39	74.646	-40.71
490.6	74.82	-40.62
490.8	74.986	-39.52
491.03	75.176	-40.99
491.2	75.317	-40.99
491.39	75.474	-40.46
491.6	75.648	-40.67
491.8	75.813	-40.5
492	75.979	-40.75
492.2	76.145	-41
492.39	76.302	-41.16
492.6	76.476	-40.91
492.8	76.641	-41.06
493	76.807	-42.09
493.2	76.972	-42.1
493.39	77.13	-43.02
493.6	77.303	-42.2
493.8	77.469	-41.86
